identity,scopus_id,doi,title,year,journal,original_query,narrower_query,sample_us_label,source_review,conflict,conflict_resolution,mixed,adjudicated,rationale,n_validated_reviews,evidence_ids,human_validated
doi:10.1007/s11292-025-09697-2,105019611411,10.1007/s11292-025-09697-2,Unpacking the dynamics of blame: exploring responsibility attributions to victims and perpetrators in prostitution and non-prostitution contexts,2025,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-025-09698-1,105018480587,10.1007/s11292-025-09698-1,"How defense attorney race, sex, and quality shape the guilty plea process",2025,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-025-09701-9,105018824099,10.1007/s11292-025-09701-9,Comparability of YouGov and Qualtrics samples in survey experiments: A short report,2025,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-025-09702-8,105021547789,10.1007/s11292-025-09702-8,Discretion in immigration enforcement: how non-federal officers navigate policy mandates and moral judgements,2025,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-025-09717-1,105023988955,10.1007/s11292-025-09717-1,Protection motivation and cybersecurity intentions: a visual conjoint experiment,2025,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-025-09723-3,105026494277,10.1007/s11292-025-09723-3,Evaluation of a social media campaign for the prevention of intimate partner violence,2026,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-025-09726-0,105030582438,10.1007/s11292-025-09726-0,Are Police vetting decisions free from bias? An experimental vignette study with vetting decision-makers,2026,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-026-09734-8,105034767853,10.1007/s11292-026-09734-8,Making sense of mixed signals: an experimental analysis of case factors and pretrial decision-making,2026,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-026-09735-7,105034680050,10.1007/s11292-026-09735-7,"Concerning, but do we need policy reform? An experimental analysis of public reactions to accurate statistics on deaths caused by police officers and medical professionals",2026,Journal of Experimental Criminology,true,true,unclear,metadata,false,,false,false,Available metadata does not locate the experimental sample.,1,516ac91d95144abc578a,false
doi:10.1007/s11292-026-09739-3,105035126688,10.1007/s11292-026-09739-3,Examining reporting and risk-avoidance intentions among residents of high-crime neighborhoods: results from a city-wide survey experiment,2026,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-026-09746-4,105035077435,10.1007/s11292-026-09746-4,Contextual determinants of police attitudes toward AI-assisted policing: a vignette experiment,2026,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-026-09747-3,105038176952,10.1007/s11292-026-09747-3,To conform or not to conform: Experimental evidence on stereotypes and stereotype congruence in the context of hate crime against Asian women,2026,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-026-09756-2,105041228301,10.1007/s11292-026-09756-2,News headline themes and approval of police use-of-force: evidence from a national survey experiment,2026,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-026-09759-z,105041077972,10.1007/s11292-026-09759-z,The imminence divide: public judgments of deadly force by police and civilians,2026,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-026-09760-6,105043097507,10.1007/s11292-026-09760-6,"Nature, nurture, and public punitiveness: an experimental vignette study",2026,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-026-09771-3,105045347545,10.1007/s11292-026-09771-3,"One-time bonuses, limited returns: a statewide factorial vignette experiment of law enforcement retention intentions",2026,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-026-09776-y,105047507657,10.1007/s11292-026-09776-y,Back to the basics: experimental evidence on officers’ note-taking modality during routine police encounters,2026,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11292-026-09780-2,105048945383,10.1007/s11292-026-09780-2,Research dissemination in translational criminology: A randomized survey experiment on knowledge acquisition and body-worn camera perceptions,2026,Journal of Experimental Criminology,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11469-019-00130-0,85074000133,10.1007/s11469-019-00130-0,Public Knowledge of and Support for Supervised Injection Sites in a Metropolitan Canadian Region,2020,International Journal of Mental Health and Addiction,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11469-019-00162-6,85075461753,10.1007/s11469-019-00162-6,The Impact of Indigenous Identity and Treatment Seeking Intention on the Stigmatization of Substance Use,2020,International Journal of Mental Health and Addiction,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11469-021-00591-2,85115770181,10.1007/s11469-021-00591-2,The Role of Criticism in Expressed Emotion Among Psychoactive Substance Users: an Experimental Vignette Study,2023,International Journal of Mental Health and Addiction,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11469-022-00756-7,85123260351,10.1007/s11469-022-00756-7,Opioid Use Stigma: An Examination of Student Attitudes on Harm Reduction Strategies,2022,International Journal of Mental Health and Addiction,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11469-022-00870-6,85133648538,10.1007/s11469-022-00870-6,On Public Stigma of Posttraumatic Stress Disorder (PTSD): Effects of Military vs. Civilian Setting and Sexual vs. Physical Trauma,2024,International Journal of Mental Health and Addiction,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11469-022-00879-x,85134345683,10.1007/s11469-022-00879-x,Perceptions of the Risk and Social Acceptability of Driving Under the Influence of Cannabis,2024,International Journal of Mental Health and Addiction,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11524-021-00567-6,85111481317,10.1007/s11524-021-00567-6,Using Vignette-B ased Methodology to Examine Study Recruitment in Older African American Adults: A Methods Paper,2021,Journal of Urban Health,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11558-017-9275-2,85016450563,10.1007/s11558-017-9275-2,The choice among aid donors: The effects of multilateral vs. bilateral aid on recipient behavioral support,2017,Review of International Organizations,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11558-017-9281-4,85019709361,10.1007/s11558-017-9281-4,Who matters for memory: Sources of institutional memory in international organization crisis management,2018,Review of International Organizations,true,true,unclear,metadata,false,,false,false,"A reported survey experiment varies institutional knowledge-source cues and measures NATO elites’ sharing decisions. | A reported NATO-elite survey experiment varies knowledge-source cues and measures sharing decisions, but source nationality does not identify respondent residence.",2,4cb05b5122a7195d7597|519cc10947f78c50f034,false
doi:10.1007/s11558-018-9325-4,85053516700,10.1007/s11558-018-9325-4,How can international organizations shape public opinion? analysis of a pair of survey-based experiments,2020,Review of International Organizations,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11558-018-9331-6,85059536876,10.1007/s11558-018-9331-6,The elusive sources of legitimacy beliefs: Civil society views of international election observers,2019,Review of International Organizations,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11558-018-9341-4,85058481501,10.1007/s11558-018-9341-4,Does international pooling of authority affect the perceived legitimacy of global governance?,2019,Review of International Organizations,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11558-019-09354-0,85064636420,10.1007/s11558-019-09354-0,Do citizens evaluate international cooperation based on information about procedural and outcome quality?,2020,Review of International Organizations,true,true,non_us,metadata,false,,false,false,Study population or findings explicitly situated outside the US.,2,6af760ca930f27be84af|3f8d9ef266dab645f93c,false
doi:10.1007/s11558-019-09356-y,85065257730,10.1007/s11558-019-09356-y,Social standards in trade agreements and free trade preferences: An empirical investigation,2020,Review of International Organizations,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11558-019-09358-w,85065733482,10.1007/s11558-019-09358-w,Euroscepticism and government accountability in the European Union,2019,Review of International Organizations,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11558-020-09393-y,85089994108,10.1007/s11558-020-09393-y,The effects of rejecting aid on recipients’ reputations: Evidence from natural disaster responses,2021,Review of International Organizations,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
doi:10.1007/s11558-020-09401-1,85096003795,10.1007/s11558-020-09401-1,"Foreign aid, oil revenues, and political accountability: Evidence from six experiments in Ghana and Uganda",2021,Review of International Organizations,true,true,unreviewed,unreviewed,false,,false,false,No validated geography review available.,0,,false
